"COLLEGE
CODE",COLLEGE NAME,"BRANCH
CODE",BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST,Zipcode,District,Total_Seats
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,RM,ROBOTICS AND AUTOMATION,8,14,2,10,7,2,1,632002,VELLORE,44
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",AD,Artificial Intelligence and Data Science,7,7,0,4,4,1,0,631551,KANCHIPURAM,23
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",AG,AGRICULTURAL ENGINEERING,7,7,1,4,4,1,0,631551,KANCHIPURAM,24
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",CE,CIVIL  ENGINEERING,8,6,1,6,3,1,0,631551,KANCHIPURAM,25
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",CS,COMPUTER SCIENCE AND ENGINEERING,32,28,4,20,13,3,2,631551,KANCHIPURAM,102
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,6,1,6,4,1,0,631551,KANCHIPURAM,25
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,7,0,5,4,1,0,631551,KANCHIPURAM,25
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",IT,INFORMATION TECHNOLOGY,8,5,1,5,3,1,0,631551,KANCHIPURAM,23
1517,"Thirumalai Engineering College, Kilambi, Krishnapuram Post, Kanchipuram-631551.",ME,MECHANICAL ENGINEERING,15,14,2,10,8,1,1,631551,KANCHIPURAM,51
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),9,8,0,5,4,1,0,604505,TIRUVANNAMALAI,27
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",CE,CIVIL  ENGINEERING,17,14,2,10,8,2,1,604505,TIRUVANNAMALAI,54
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",CS,COMPUTER SCIENCE AND ENGINEERING,24,22,3,17,12,3,1,604505,TIRUVANNAMALAI,82
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,17,14,2,11,8,1,1,604505,TIRUVANNAMALAI,54
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,7,1,6,4,1,0,604505,TIRUVANNAMALAI,28
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,9,7,1,6,3,1,0,604505,TIRUVANNAMALAI,27
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",IT,INFORMATION TECHNOLOGY,19,16,2,12,9,2,1,604505,TIRUVANNAMALAI,61
1518,"Thiruvalluvar College of Engineering and Technology, Arunachala City,Ponnur Hills, Vandavasi, Thiruvannamalai .",ME,MECHANICAL ENGINEERING,16,13,3,11,9,1,0,604505,TIRUVANNAMALAI,53
1519,"Bharathidasan Engineering College, K.Bandarapalli Post, Nattrampalli, Vellore .",AD,Artificial Intelligence and Data Science,14,11,2,9,6,2,0,635854,VELLORE,44
1519,"Bharathidasan Engineering College, K.Bandarapalli Post, Nattrampalli, Vellore .",CS,COMPUTER SCIENCE AND ENGINEERING,32,28,4,20,16,2,2,635854,VELLORE,104
1519,"Bharathidasan Engineering College, K.Bandarapalli Post, Nattrampalli, Vellore .",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,14,1,10,7,2,0,635854,VELLORE,50
1519,"Bharathidasan Engineering College, K.Bandarapalli Post, Nattrampalli, Vellore .",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,15,13,2,9,7,2,1,635854,VELLORE,49
1519,"Bharathidasan Engineering College, K.Bandarapalli Post, Nattrampalli, Vellore .",IT,INFORMATION TECHNOLOGY,13,12,2,9,8,1,0,635854,VELLORE,45
1519,"Bharathidasan Engineering College, K.Bandarapalli Post, Nattrampalli, Vellore .",ME,MECHANICAL ENGINEERING,16,13,1,11,7,1,1,635854,VELLORE,50
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",AD,Artificial Intelligence and Data Science,9,8,2,7,6,1,0,632059,VELLORE,33
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),11,9,1,8,5,1,0,632059,VELLORE,35
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,6,5,1,4,1,1,0,632059,VELLORE,18
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",CS,COMPUTER SCIENCE AND ENGINEERING,17,18,3,14,11,2,1,632059,VELLORE,66
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,9,1,6,6,1,1,632059,VELLORE,32
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",IT,INFORMATION TECHNOLOGY,9,10,1,7,5,0,1,632059,VELLORE,33
1520,"Kingston Engineering College, Chittoor Main Road, Chiristianpet Village, Mettukulam Panchayat, Katpadi Taluk, Vellore .",ME,MECHANICAL ENGINEERING,6,5,0,4,3,1,0,632059,VELLORE,19
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",AD,Artificial Intelligence and Data Science,11,8,2,6,5,1,1,632509,VELLORE,34
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),6,5,1,3,3,1,0,632509,VELLORE,19
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",CS,COMPUTER SCIENCE AND ENGINEERING,22,19,2,14,10,2,1,632509,VELLORE,70
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,9,1,8,5,1,0,632509,VELLORE,35
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,6,1,5,3,1,0,632509,VELLORE,23
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",IT,INFORMATION TECHNOLOGY,20,18,3,14,11,2,1,632509,VELLORE,69
1523,"Global Institute of Engineering and Technology, 257/1, Bangalore-Chennai Highway,Melvisharam, Vellore-632509.",ME,MECHANICAL ENGINEERING,7,6,0,5,3,1,0,632509,VELLORE,22
1524,"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai .",CE,CIVIL  ENGINEERING,8,6,1,5,2,1,1,606902,TIRUVANNAMALAI,24
1524,"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai .",CS,COMPUTER SCIENCE AND ENGINEERING,12,10,1,7,6,1,0,606902,TIRUVANNAMALAI,37
1524,"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai .",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,7,1,5,4,1,0,606902,TIRUVANNAMALAI,26
1524,"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai .",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,7,1,5,4,1,0,606902,TIRUVANNAMALAI,25
1524,"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai .",IT,INFORMATION TECHNOLOGY,7,6,0,6,4,1,0,606902,TIRUVANNAMALAI,24
1524,"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai .",ME,MECHANICAL ENGINEERING,16,13,2,10,8,1,1,606902,TIRUVANNAMALAI,51
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk,Tirupattur, Vellore District.-635601.",AD,Artificial Intelligence and Data Science,15,12,2,9,7,2,1,635601,VELLORE,48
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk,Tirupattur, Vellore District.-635601.",CS,COMPUTER SCIENCE AND ENGINEERING,15,13,1,10,8,2,0,635601,VELLORE,49
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk,Tirupattur, Vellore District.-635601.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,5,1,4,2,0,0,635601,VELLORE,19
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk,Tirupattur, Vellore District.-635601.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,2,8,6,1,0,635601,VELLORE,37
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk,Tirupattur, Vellore District.-635601.",IT,INFORMATION TECHNOLOGY,15,13,1,10,8,1,1,635601,VELLORE,49
1525,"Podhigai College of Engineering and Technology, Salem Main Road, Adiyur Post, Tirupattur Taluk,Tirupattur, Vellore District.-635601.",ME,MECHANICAL ENGINEERING,11,10,1,8,4,1,1,635601,VELLORE,36
1526,"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",CE,CIVIL  ENGINEERING,5,5,1,4,2,1,0,631003,VELLORE,18
1526,"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",CS,COMPUTER SCIENCE AND ENGINEERING,11,10,1,7,6,1,0,631003,VELLORE,36
1526,"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,3,1,3,3,0,0,631003,VELLORE,17
1526,"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,5,4,1,4,2,1,0,631003,VELLORE,17
1526,"Sri Krishna College of Engineering, T.R.S. Campus, Sri Krishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",ME,MECHANICAL ENGINEERING,11,9,1,7,6,0,1,631003,VELLORE,35
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur, Tiruvannamalai-606803.",CE,CIVIL  ENGINEERING,16,13,2,10,7,2,1,606803,TIRUVANNAMALAI,51
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur, Tiruvannamalai-606803.",CS,COMPUTER SCIENCE AND ENGINEERING,16,12,2,10,8,2,0,606803,TIRUVANNAMALAI,50
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur, Tiruvannamalai-606803.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,14,2,10,7,1,1,606803,TIRUVANNAMALAI,51
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur, Tiruvannamalai-606803.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,15,13,1,10,9,1,1,606803,TIRUVANNAMALAI,50
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur, Tiruvannamalai-606803.",ME,MECHANICAL ENGINEERING,16,13,2,10,7,2,0,606803,TIRUVANNAMALAI,50
1605,"Idhaya Engineering College for Women, Nainarpalayam Road,Chinna Salem, Villupuram District.-606201.",CS,COMPUTER SCIENCE AND ENGINEERING,15,17,2,13,9,2,1,606201,VILLUPURAM,59
1605,"Idhaya Engineering College for Women, Nainarpalayam Road,Chinna Salem, Villupuram District.-606201.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,12,2,9,7,1,1,606201,VILLUPURAM,46
1605,"Idhaya Engineering College for Women, Nainarpalayam Road,Chinna Salem, Villupuram District.-606201.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,7,1,4,3,1,0,606201,VILLUPURAM,23
1605,"Idhaya Engineering College for Women, Nainarpalayam Road,Chinna Salem, Villupuram District.-606201.",IT,INFORMATION TECHNOLOGY,14,12,1,8,7,2,0,606201,VILLUPURAM,44
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),0,0,0,0,0,0,0,641013,COIMBATORE,0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CE,CIVIL  ENGINEERING,0,0,1,0,2,2,0,641013,COIMBATORE,5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CS,COMPUTER SCIENCE AND ENGINEERING,0,0,0,0,0,0,0,641013,COIMBATORE,0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0,0,0,0,0,0,0,641013,COIMBATORE,0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,0,0,0,0,0,0,641013,COIMBATORE,0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,0,0,0,0,1,1,1,641013,COIMBATORE,3
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IB,INDUSTRIAL BIO TECHNOLOGY,0,5,2,16,15,4,1,641013,COIMBATORE,43
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IT,INFORMATION TECHNOLOGY,0,0,0,0,0,0,0,641013,COIMBATORE,0
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,ME,MECHANICAL ENGINEERING,0,0,0,0,8,3,0,641013,COIMBATORE,11
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PR,PRODUCTION ENGINEERING,0,0,0,2,8,2,0,641013,COIMBATORE,12
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,AS,AUTOMOBILE ENGINEERING (SS),0,0,0,0,4,1,1,641004,COIMBATORE,6
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BS,BIO TECHNOLOGY (SS),0,0,0,0,3,0,0,641004,COIMBATORE,3
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BY,BIO MEDICAL ENGINEERING  (SS),0,0,0,0,0,1,0,641004,COIMBATORE,1
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CE,CIVIL  ENGINEERING,0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CM,COMPUTER SCIENCE AND ENGINEERING (SS),0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CN,CIVIL  ENGINEERING (SS),0,0,0,0,1,0,1,641004,COIMBATORE,2
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),0,0,0,0,0,0,1,641004,COIMBATORE,1
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FY,FASHION TECHNOLOGY (SS),0,0,0,3,4,1,0,641004,COIMBATORE,8
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IM,INFORMATION TECHNOLOGY (SS),0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),0,0,0,0,0,2,0,641004,COIMBATORE,2
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ME,MECHANICAL ENGINEERING,0,0,0,0,0,0,1,641004,COIMBATORE,1
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MF,MECHANICAL ENGINEERING (SS),0,0,0,0,1,1,1,641004,COIMBATORE,3
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MS,MECHANICAL ENGINEERING (SANDWICH) (SS),0,0,0,0,5,1,0,641004,COIMBATORE,6
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MT,METALLURGICAL ENGINEERING,0,0,0,0,1,1,1,641004,COIMBATORE,3
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MY,METALLURGICAL ENGINEERING (SS),0,0,0,0,2,1,0,641004,COIMBATORE,3
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PN,PRODUCTION ENGINEERING (SS),0,0,0,0,3,1,0,641004,COIMBATORE,4
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PR,PRODUCTION ENGINEERING,0,0,0,0,3,0,1,641004,COIMBATORE,4
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,RA,ROBOTICS AND AUTOMATION (SS),0,0,0,0,0,0,0,641004,COIMBATORE,0
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TT,TEXTILE TECHNOLOGY (SS),1,5,1,4,3,1,0,641004,COIMBATORE,15
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TX,TEXTILE TECHNOLOGY,0,5,0,5,4,1,0,641004,COIMBATORE,15
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),0,0,0,0,0,0,1,641014,COIMBATORE,1
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CE,CIVIL  ENGINEERING,0,0,0,0,2,1,1,641014,COIMBATORE,4
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CH,CHEMICAL  ENGINEERING,0,0,0,0,3,1,0,641014,COIMBATORE,4
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CL,CHEMICAL  ENGINEERING (SS),0,0,0,0,1,0,1,641014,COIMBATORE,2
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CM,COMPUTER SCIENCE AND ENGINEERING (SS),0,0,0,0,0,2,0,641014,COIMBATORE,2
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CN,CIVIL  ENGINEERING (SS),0,0,0,0,2,0,0,641014,COIMBATORE,2
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CS,COMPUTER SCIENCE AND ENGINEERING,0,0,0,0,0,0,0,641014,COIMBATORE,0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0,0,0,0,0,0,0,641014,COIMBATORE,0
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,0,0,0,0,0,1,641014,COIMBATORE,1
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),0,0,0,0,0,1,0,641014,COIMBATORE,1
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),0,0,0,0,3,0,0,641014,COIMBATORE,3
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,IM,INFORMATION TECHNOLOGY (SS),0,0,0,0,0,1,0,641014,COIMBATORE,1
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ME,MECHANICAL ENGINEERING,0,0,0,0,3,2,0,641014,COIMBATORE,5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,MF,MECHANICAL ENGINEERING (SS),0,0,0,0,5,1,0,641014,COIMBATORE,6
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,AD,Artificial Intelligence and Data Science,0,0,0,0,0,0,1,641046,COIMBATORE,1
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,CS,COMPUTER SCIENCE AND ENGINEERING,0,0,0,0,0,0,0,641046,COIMBATORE,0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0,0,0,0,2,0,1,641046,COIMBATORE,3
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,3,1,3,8,1,0,641046,COIMBATORE,16
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,EV,Electronics Engineering (VLSI Design and Technology),0,0,2,4,8,2,1,641046,COIMBATORE,17
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ME,MECHANICAL ENGINEERING,4,14,1,11,9,2,0,641046,COIMBATORE,41
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",AD,Artificial Intelligence and Data Science,21,18,3,15,10,2,1,637304,NAMAKKAL,70
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",AG,AGRICULTURAL ENGINEERING,7,6,1,5,4,1,0,637304,NAMAKKAL,24
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",BM,BIO MEDICAL ENGINEERING,11,9,1,6,5,1,1,637304,NAMAKKAL,34
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",CS,COMPUTER SCIENCE AND ENGINEERING,12,11,1,8,7,2,0,637304,NAMAKKAL,41
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,11,2,8,7,1,0,637304,NAMAKKAL,43
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",IT,INFORMATION TECHNOLOGY,13,11,2,8,6,1,1,637304,NAMAKKAL,42
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",ME,MECHANICAL ENGINEERING,11,10,1,8,5,1,0,637304,NAMAKKAL,36
2302,"Sri Shanmugha College of Engineering and Technology (Autonomous), Pullipalayam, Morur(PO), Sankari Taluk, Salem .",SC,Computer Science and Engineering (Cyber Security),10,10,0,8,5,1,0,637304,NAMAKKAL,34
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",AD,Artificial Intelligence and Data Science,31,28,4,20,16,3,1,639003,KARUR,103
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",CE,CIVIL  ENGINEERING,8,7,1,6,5,1,0,639003,KARUR,28
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",CS,COMPUTER SCIENCE AND ENGINEERING,26,21,3,15,12,2,1,639003,KARUR,80
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,25,21,3,17,12,3,0,639003,KARUR,81
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10,8,0,6,3,1,0,639003,KARUR,28
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",IT,INFORMATION TECHNOLOGY,17,14,2,11,8,2,0,639003,KARUR,54
2327,"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003.",ME,MECHANICAL ENGINEERING,9,7,1,6,4,0,1,639003,KARUR,28
2329,"Rathinam Technical Campus (Autonomous), Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore- 641021.",AD,Artificial Intelligence and Data Science,0,27,5,27,20,4,1,641021,COIMBATORE,84
2329,"Rathinam Technical Campus (Autonomous), Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore- 641021.",AG,AGRICULTURAL ENGINEERING,7,5,0,4,3,0,0,641021,COIMBATORE,19
2329,"Rathinam Technical Campus (Autonomous), Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore- 641021.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),28,28,3,21,15,3,2,641021,COIMBATORE,100
2329,"Rathinam Technical Campus (Autonomous), Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore- 641021.",BT,BIO TECHNOLOGY,9,9,1,7,6,1,1,641021,COIMBATORE,34
2329,"Rathinam Technical Campus (Autonomous), Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore- 641021.",CS,COMPUTER SCIENCE AND ENGINEERING,4,37,5,27,21,4,2,641021,COIMBATORE,100
